# Метеостанция Овруч, Украина, WMO_ID=33213, выборка с 08.04.2019 по 15.07.2019, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=33213&lang=ru
#
"Местное время в Овруче";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"10.06.2019 03:00";"17.2";"";"";"";"96";"Ветер, дующий с северо-востока";"1";"";"";"Облаков нет.";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"Осадков нет";"6";"";"";"";"";
"10.06.2019 00:00";"18.4";"";"";"";"93";"Ветер, дующий с запада";"2";"";"";"60%.";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"09.06.2019 21:00";"20.8";"";"";"";"83";"Ветер, дующий с запада";"1";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"";"";"";"29.1";"";"";"";"";"";"10.0";"";"Следы осадков";"12";"";"";"";"";
"09.06.2019 18:00";"22.8";"";"";"";"63";"Ветер, дующий с запада";"2";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"09.06.2019 15:00";"26.3";"";"";"";"54";"Ветер, дующий с запада";"1";"";"";"70 – 80%.";"Гроза, но без осадков, в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"09.06.2019 12:00";"28.3";"751.0";"";"";"52";"";"0";"";"";"40%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.06.2019 09:00";"23.6";"";"";"";"66";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"17.2";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"09.06.2019 06:00";"17.3";"751.0";"";"";"91";"";"0";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.06.2019 03:00";"17.8";"";"";"";"92";"Штиль, безветрие";"0";"";"";"Облаков нет.";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"Осадков нет";"6";"";"";"";"";
"09.06.2019 00:00";"19.3";"";"";"";"88";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.06.2019 21:00";"23.2";"";"";"";"72";"Штиль, безветрие";"0";"";"";"40%.";" ";"";"";"";"28.2";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"08.06.2019 18:00";"28.0";"";"";"";"48";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.06.2019 15:00";"27.4";"";"";"";"49";"Ветер, дующий с востока";"1";"";"";"40%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"08.06.2019 12:00";"25.4";"750.0";"";"";"63";"";"1";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"08.06.2019 09:00";"21.0";"750.0";"";"";"76";"";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"08.06.2019 06:00";"14.4";"750.0";"";"";"97";"";"1";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"08.06.2019 03:00";"15.5";"";"";"";"94";"Штиль, безветрие";"0";"";"";"60%.";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"Осадков нет";"6";"";"";"";"";
"08.06.2019 00:00";"16.0";"";"";"";"94";"Штиль, безветрие";"0";"";"";"Облаков нет.";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"07.06.2019 21:00";"17.2";"";"";"";"93";"Штиль, безветрие";"0";"";"";"70 – 80%.";"Слабый дождь в срок наблюдения. Гроза в течение последнего часа, но не в срок наблюдения. ";"";"";"";"26.9";"";"";"";"";"";"4.0";"";"14.0";"12";"";"";"";"";
"07.06.2019 18:00";"21.5";"749.0";"";"";"60";"";"4";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.06.2019 15:00";"26.0";"748.0";"";"";"57";"";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.06.2019 12:00";"24.1";"749.0";"";"";"61";"";"1";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.06.2019 09:00";"19.6";"";"";"";"84";"Ветер, дующий с востока";"1";"";"";"70 – 80%.";" ";"";"";"16.1";"";"";"";"";"";"";"10.0";"";"15.0";"12";"";"";"";"";
"07.06.2019 06:00";"17.0";"749.0";"";"";"95";"";"0";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.06.2019 03:00";"17.2";"748.0";"";"";"94";"";"2";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.06.2019 00:00";"17.4";"";"";"";"96";"Ветер, дующий с юго-востока";"8";"";"";"20–30%.";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"06.06.2019 21:00";"24.0";"747.0";"";"";"74";"";"3";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"06.06.2019 18:00";"25.1";"";"";"";"63";"Ветер, дующий с востока";"2";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.06.2019 15:00";"22.8";"";"";"";"70";"Ветер, дующий с востока";"2";"";"";"90  или более, но не 100%";"Гроза, но без осадков, в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"06.06.2019 12:00";"21.9";"";"";"";"76";"Ветер, дующий с востока";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.06.2019 09:00";"17.8";"";"";"";"90";"Ветер, дующий с востока";"1";"";"";"90  или более, но не 100%";"Ливневый(ые) дождь(и). ";"";"";"16.9";"";"";"";"";"";"";"10.0";"";"0.8";"12";"";"";"";"";
"06.06.2019 06:00";"17.3";"749.0";"";"";"89";"";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"06.06.2019 03:00";"18.2";"748.0";"";"";"85";"";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"06.06.2019 00:00";"18.8";"";"";"";"81";"Ветер, дующий с востока";"1";"";"";"40%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.06.2019 21:00";"22.5";"748.0";"";"";"65";"";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.06.2019 18:00";"25.5";"";"";"";"59";"Ветер, дующий с востока";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.06.2019 15:00";"23.5";"";"";"";"73";"Ветер, дующий с востока";"1";"";"";"70 – 80%.";"Гроза (с осадками или без них). ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"05.06.2019 12:00";"21.3";"";"";"";"77";"Ветер, дующий с востока";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.06.2019 09:00";"20.4";"748.0";"";"";"81";"";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.06.2019 06:00";"17.5";"";"";"";"91";"Ветер, дующий с юго-востока";"1";"";"";"70 – 80%.";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"05.06.2019 03:00";"16.0";"748.0";"";"";"94";"";"2";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.06.2019 00:00";"17.4";"";"";"";"90";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.06.2019 21:00";"19.6";"747.0";"";"";"88";"";"0";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.06.2019 18:00";"23.4";"";"";"";"62";"Ветер, дующий с юга";"2";"";"";"70 – 80%.";"Ливневый(ые) дождь(и). ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.06.2019 15:00";"28.7";"747.0";"";"";"35";"";"2";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.06.2019 12:00";"26.2";"748.0";"";"";"46";"";"1";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.06.2019 09:00";"21.1";"";"";"";"59";"Ветер, дующий с северо-востока";"1";"";"";"Облаков нет.";" ";"";"";"15.6";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"04.06.2019 06:00";"16.0";"749.0";"";"";"71";"";"1";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.06.2019 03:00";"16.6";"749.0";"";"";"70";"";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.06.2019 00:00";"18.8";"";"";"";"63";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.06.2019 21:00";"23.0";"";"";"";"59";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"";"27.6";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"03.06.2019 18:00";"26.5";"747.0";"";"";"45";"";"0";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.06.2019 15:00";"27.0";"748.0";"";"";"39";"";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.06.2019 12:00";"25.5";"748.0";"";"";"45";"";"0";"";"";"40%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.06.2019 09:00";"20.8";"";"";"";"69";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"14.1";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"03.06.2019 06:00";"14.4";"748.0";"";"";"88";"";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.06.2019 03:00";"15.1";"";"";"";"85";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"03.06.2019 00:00";"17.2";"";"";"";"79";"Штиль, безветрие";"0";"";"";"40%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.06.2019 21:00";"20.6";"747.0";"";"";"71";"";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.06.2019 18:00";"24.6";"747.0";"";"";"40";"";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.06.2019 15:00";"24.2";"747.0";"";"";"48";"";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.06.2019 12:00";"23.8";"748.0";"";"";"49";"";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.06.2019 09:00";"19.0";"";"";"";"63";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"12.4";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"02.06.2019 06:00";"12.4";"";"";"";"84";"Ветер, дующий с северо-запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.06.2019 03:00";"14.7";"748.0";"";"";"75";"";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.06.2019 00:00";"16.0";"";"";"";"71";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"01.06.2019 21:00";"20.4";"";"";"";"56";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"";"26.6";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"01.06.2019 18:00";"26.2";"747.0";"";"";"31";"";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.06.2019 15:00";"25.3";"749.0";"";"";"31";"";"1";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.06.2019 12:00";"23.0";"";"";"";"36";"Ветер, дующий с севера";"1";"";"";"10%  или менее, но не 0";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"01.06.2019 09:00";"19.4";"";"";"";"53";"Ветер, дующий с северо-запада";"1";"";"";"Облаков нет.";" ";"";"";"12.2";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"01.06.2019 06:00";"13.2";"";"";"";"86";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"01.06.2019 03:00";"12.3";"";"";"";"89";"Ветер, дующий с северо-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"01.06.2019 00:00";"15.1";"";"";"";"83";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"31.05.2019 21:00";"19.1";"749.0";"";"";"71";"";"1";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"31.05.2019 18:00";"22.9";"748.0";"";"";"57";"";"1";"";"";"40%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"31.05.2019 15:00";"20.6";"";"";"";"62";"Ветер, дующий с северо-запада";"1";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"31.05.2019 12:00";"18.0";"";"";"";"73";"Ветер, дующий с северо-запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"31.05.2019 09:00";"15.5";"";"";"";"87";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"12.8";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"31.05.2019 06:00";"13.4";"";"";"";"93";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"31.05.2019 03:00";"13.2";"750.0";"";"";"96";"";"0";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"31.05.2019 00:00";"15.2";"";"";"";"91";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"30.05.2019 21:00";"16.7";"750.0";"";"";"82";"";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.05.2019 18:00";"18.0";"";"";"";"79";"Ветер, дующий с севера";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"30.05.2019 15:00";"18.4";"749.0";"";"";"77";"";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.05.2019 12:00";"17.7";"749.0";"";"";"80";"";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.05.2019 09:00";"16.2";"";"";"";"85";"Ветер, дующий с севера";"1";"";"";"100%.";" ";"";"";"14.8";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"30.05.2019 06:00";"14.8";"747.0";"";"";"97";"";"2";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.05.2019 03:00";"16.5";"";"";"";"93";"Штиль, безветрие";"0";"";"";"20–30%.";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"Осадков нет";"6";"";"";"";"";
"30.05.2019 00:00";"18.2";"";"";"";"89";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";"Видна молния, грома не слышно. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"29.05.2019 21:00";"19.8";"745.0";"";"";"84";"";"0";"";"";"";"Гроза, но без осадков, в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.05.2019 18:00";"22.0";"743.0";"";"";"72";"";"0";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.05.2019 15:00";"21.4";"";"";"";"74";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";"Гроза слабая или умеренная без града, но с дождем и/или снегом в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"29.05.2019 12:00";"22.6";"744.0";"";"";"51";"";"3";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.05.2019 09:00";"19.4";"";"";"";"63";"Ветер, дующий с юго-востока";"2";"";"";"70 – 80%.";" ";"";"";"15.8";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"29.05.2019 06:00";"15.8";"743.0";"";"";"72";"";"1";"";"";"40%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.05.2019 03:00";"17.7";"";"";"";"66";"Ветер, дующий с юго-востока";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"29.05.2019 00:00";"19.4";"";"";"";"65";"Ветер, дующий с юго-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"28.05.2019 21:00";"22.3";"743.0";"";"";"54";"";"3";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.05.2019 18:00";"25.7";"743.0";"";"";"40";"";"4";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.05.2019 15:00";"24.3";"";"";"";"40";"Ветер, дующий с юга";"5";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"28.05.2019 12:00";"23.4";"744.0";"";"";"59";"";"4";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.05.2019 09:00";"22.0";"";"";"";"65";"Ветер, дующий с юго-востока";"2";"";"";"90  или более, но не 100%";" ";"";"";"15.1";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"28.05.2019 06:00";"15.4";"";"";"";"90";"Штиль, безветрие";"0";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"28.05.2019 03:00";"15.4";"";"";"";"89";"Штиль, безветрие";"0";"";"";"40%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"28.05.2019 00:00";"16.6";"";"";"";"86";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"27.05.2019 21:00";"21.2";"744.0";"";"";"69";"";"0";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27.05.2019 18:00";"24.9";"744.0";"";"";"54";"";"1";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27.05.2019 15:00";"25.4";"745.0";"";"";"49";"";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27.05.2019 12:00";"23.6";"745.0";"";"";"49";"";"1";"";"";"40%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27.05.2019 09:00";"17.9";"745.0";"";"";"77";"";"1";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27.05.2019 06:00";"11.0";"";"";"";"95";"Ветер, дующий с юго-запада";"1";"";"";"20–30%.";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"27.05.2019 03:00";"11.5";"745.0";"";"";"91";"";"1";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27.05.2019 00:00";"13.4";"";"";"";"82";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.05.2019 21:00";"17.8";"743.0";"";"";"62";"";"0";"";"";"40%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"26.05.2019 18:00";"21.2";"";"";"";"43";"Ветер, дующий с запада";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.05.2019 15:00";"21.1";"";"";"";"47";"Ветер, дующий с запада";"3";"";"";"40%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"26.05.2019 12:00";"19.6";"";"";"";"58";"Ветер, дующий с запада";"2";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.05.2019 09:00";"17.2";"743.0";"";"";"70";"";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"26.05.2019 06:00";"12.3";"743.0";"";"";"88";"";"0";"";"";"40%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"26.05.2019 03:00";"13.2";"";"";"";"94";"Штиль, безветрие";"0";"";"";"Облаков нет.";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"Осадков нет";"6";"";"";"";"";
"26.05.2019 00:00";"14.9";"";"";"";"93";"Штиль, безветрие";"0";"";"";"Облаков нет.";"Дымка. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"25.05.2019 21:00";"18.4";"741.0";"";"";"83";"";"0";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"25.05.2019 18:00";"19.8";"740.0";"";"";"80";"";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"25.05.2019 15:00";"18.8";"";"";"";"82";"Ветер, дующий с северо-запада";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"25.05.2019 12:00";"19.0";"741.0";"";"";"76";"";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"25.05.2019 09:00";"15.8";"741.0";"";"";"86";"";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"25.05.2019 06:00";"14.6";"740.0";"";"";"93";"";"0";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"25.05.2019 03:00";"14.4";"741.0";"";"";"92";"";"0";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"25.05.2019 00:00";"15.3";"";"";"";"88";"Ветер, дующий с запада";"1";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"24.05.2019 21:00";"18.0";"741.0";"";"";"75";"";"1";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"24.05.2019 18:00";"21.3";"741.0";"";"";"69";"";"0";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"24.05.2019 15:00";"23.2";"741.0";"";"";"54";"";"1";"";"";"";"Гроза слабая или умеренная без града, но с дождем и/или снегом в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"24.05.2019 12:00";"24.7";"";"";"";"52";"Ветер, дующий с северо-запада";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"24.05.2019 09:00";"20.4";"742.0";"";"";"63";"";"0";"";"";"40%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"24.05.2019 06:00";"13.4";"";"";"";"89";"Штиль, безветрие";"0";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"24.05.2019 03:00";"15.0";"742.0";"";"";"87";"";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"24.05.2019 00:00";"16.8";"";"";"";"84";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"23.05.2019 21:00";"20.0";"741.0";"";"";"72";"";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"23.05.2019 18:00";"23.2";"741.0";"";"";"60";"";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"23.05.2019 15:00";"24.6";"741.0";"";"";"46";"";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"23.05.2019 12:00";"23.7";"741.0";"";"";"51";"";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"23.05.2019 09:00";"19.1";"";"";"";"73";"Ветер, дующий с северо-запада";"1";"";"";"70 – 80%.";" ";"";"";"12.1";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"23.05.2019 06:00";"12.1";"741.0";"";"";"94";"";"0";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"23.05.2019 03:00";"13.4";"";"";"";"92";"Штиль, безветрие";"0";"";"";"60%.";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"Осадков нет";"6";"";"";"";"";
