# Метеостанция Пермь, Россия, WMO_ID=28224, выборка с 01.01.2018 по 31.12.2018, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=28224&lang=ru
#
"Местное время в Перми";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"03.07.2018 05:00";"17.5";"749.8";"764.9";"0.0";"88";"Ветер, дующий с востока";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2000-2500";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"15.5";"";"";"";"";"";"";
"03.07.2018 02:00";"19.1";"749.8";"764.8";"0.0";"91";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2000-2500";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"20.0";"17.6";"";"";"";"";"";"";
"02.07.2018 23:00";"20.6";"749.8";"764.8";"0.3";"86";"Ветер, дующий с севера";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Гроза (грозы) с осадками или без них.";"Ливень (ливни).";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"20–30%.";"1000-1500";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся; сплошная пелена, поднимающаяся над горизонтом выше 45°, не покрывает всего неба.";"20.0";"18.1";"";"";"";"";"";"";
"02.07.2018 20:00";"22.3";"749.5";"764.3";"0.3";"85";"Ветер, дующий с востоко-северо-востока";"2";"";"";"90  или более, но не 100%";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Гроза (грозы) с осадками или без них.";"Ливень (ливни).";"";"30.0";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"70 – 80%.";"600-1000";"Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"10.0";"19.6";"0.3";"12";"";"";"";"";
"02.07.2018 17:00";"27.7";"749.2";"763.8";"0.3";"52";"Ветер, дующий с северо-северо-востока";"2";"";"";"100%.";"Гроза, но без осадков, в срок наблюдения. ";"Гроза (грозы) с осадками или без них.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"70 – 80%.";"1000-1500";"Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"20.0";"16.9";"";"";"";"";"";"";
"02.07.2018 14:00";"29.8";"748.9";"763.4";"-0.2";"38";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";"Гроза, но без осадков, в срок наблюдения. ";"Гроза (грозы) с осадками или без них.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"50%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"20.0";"14.0";"";"";"";"";"";"";
"02.07.2018 11:00";"28.1";"749.1";"763.6";"0.3";"43";"Ветер, дующий с северо-северо-запада";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2000-2500";"Высококучевые башенкообразные или хлопьевидные.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"20.0";"14.5";"";"";"";"";"";"";
"02.07.2018 08:00";"24.5";"748.8";"763.6";"0.2";"62";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"15.8";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся; сплошная пелена, поднимающаяся над горизонтом выше 45°, не покрывает всего неба.";"20.0";"16.8";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"16.0";"";"";
"02.07.2018 05:00";"16.6";"748.6";"763.7";"0.6";"85";"Ветер, дующий с юго-востока";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся; сплошная пелена, поднимающаяся над горизонтом выше 45°, не покрывает всего неба.";"20.0";"14.1";"";"";"";"";"";"";
"02.07.2018 02:00";"17.3";"748.0";"763.1";"0.2";"83";"Ветер, дующий с юго-востока";"1";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"14.3";"";"";"";"";"";"";
"01.07.2018 23:00";"20.1";"747.8";"762.7";"0.4";"76";"Ветер, дующий с юго-востока";"1";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся; сплошная пелена, поднимающаяся над горизонтом выше 45°, не покрывает всего неба.";"20.0";"15.7";"";"";"";"";"";"";
"01.07.2018 20:00";"27.8";"747.4";"761.9";"0.0";"37";"Ветер, дующий с западо-северо-запада";"2";"";"";"20–30%.";" ";"";"";"";"29.2";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"10%  или менее, но не 0";"2000-2500";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"11.9";"Осадков нет";"12";"";"";"";"";
"01.07.2018 17:00";"28.7";"747.4";"762.0";"-0.1";"33";"Ветер, дующий с запада";"2";"";"";"40%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"11.0";"";"";"";"";"";"";
"01.07.2018 14:00";"28.0";"747.5";"762.1";"0.2";"36";"Ветер, дующий с запада";"2";"";"";"40%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"11.5";"";"";"";"";"";"";
"01.07.2018 11:00";"26.6";"747.3";"761.9";"0.2";"44";"Ветер, дующий с юго-запада";"1";"";"";"50%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"40%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"13.3";"";"";"";"";"";"";
"01.07.2018 08:00";"21.2";"747.1";"762.0";"0.6";"64";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"13.9";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"50%.";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"20.0";"14.1";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"15.0";"";"";
"01.07.2018 05:00";"14.2";"746.5";"761.8";"0.5";"87";"Ветер, дующий с юго-юго-востока";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"12.0";"";"";"";"";"";"";
"01.07.2018 02:00";"15.3";"746.0";"761.2";"0.6";"81";"Ветер, дующий с юго-юго-востока";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"60%.";"2000-2500";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"12.1";"";"";"";"";"";"";
"30.06.2018 23:00";"17.7";"745.4";"760.4";"0.6";"76";"Ветер, дующий с юго-востока";"1";"";"";"60%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2000-2500";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"13.3";"";"";"";"";"";"";
"30.06.2018 20:00";"26.4";"744.8";"759.4";"0.0";"34";"Ветер, дующий с запада";"2";"";"";"70 – 80%.";" ";"";"";"";"28.0";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"9.1";"Осадков нет";"12";"";"";"";"";
"30.06.2018 17:00";"25.4";"744.8";"759.4";"-0.2";"48";"Ветер, дующий с юга";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"40%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"20.0";"13.6";"";"";"";"";"";"";
"30.06.2018 14:00";"25.5";"745.0";"759.6";"0.0";"45";"Ветер, дующий с юга";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"50%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"20.0";"12.6";"";"";"";"";"";"";
"30.06.2018 11:00";"23.3";"745.0";"759.7";"0.3";"57";"Ветер, дующий с востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"14.2";"";"";"";"";"";"";
"30.06.2018 08:00";"18.0";"744.7";"759.7";"0.6";"73";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"11.4";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"60%.";"2000-2500";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"13.1";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"12.0";"";"";
"30.06.2018 05:00";"11.4";"744.1";"759.4";"0.4";"87";"Штиль, безветрие";"0";"";"";"60%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.";"20.0";"9.3";"";"";"";"";"";"";
"30.06.2018 02:00";"12.4";"743.7";"759.0";"0.3";"83";"Ветер, дующий с юго-востока";"1";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"9.5";"";"";"";"";"";"";
"29.06.2018 23:00";"15.8";"743.4";"758.5";"0.4";"70";"Штиль, безветрие";"0";"";"";"10%  или менее, но не 0";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"10.4";"";"";"";"";"";"";
"29.06.2018 20:00";"22.5";"743.0";"757.7";"-0.2";"36";"Ветер, дующий с севера";"2";"";"";"Облаков нет.";" ";"";"";"";"23.6";"";"";"";"";"";"20.0";"6.8";"Осадков нет";"12";"";"";"";"";
"29.06.2018 17:00";"23.2";"743.2";"757.9";"-0.2";"34";"Ветер, дующий с севера";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"6.3";"";"";"";"";"";"";
"29.06.2018 14:00";"22.0";"743.4";"758.2";"0.1";"38";"Ветер, дующий с севера";"3";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"7.0";"";"";"";"";"";"";
"29.06.2018 11:00";"20.3";"743.3";"758.2";"0.1";"46";"Ветер, дующий с севера";"4";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"8.1";"";"";"";"";"";"";
"29.06.2018 08:00";"18.2";"743.2";"758.2";"0.4";"65";"Ветер, дующий с северо-северо-запада";"4";"";"";"20–30%.";" ";"";"";"16.5";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"20.0";"11.4";"Осадков нет";"12";"Поверхность почвы влажная.";"14.0";"";"";
"29.06.2018 05:00";"16.6";"742.8";"757.8";"0.7";"82";"Ветер, дующий с северо-северо-запада";"3";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"20.0";"13.4";"";"";"";"";"";"";
"29.06.2018 02:00";"18.3";"742.1";"757.0";"0.3";"74";"Ветер, дующий с севера";"3";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"20.0";"13.5";"";"";"";"";"";"";
"28.06.2018 23:00";"20.8";"741.8";"756.6";"0.1";"61";"Ветер, дующий с северо-северо-запада";"2";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Гроза (грозы) с осадками или без них.";"Ливень (ливни).";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"50%.";"2000-2500";"Высокослоистые непросвечивающие или слоисто-дождевые.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"20.0";"12.9";"";"";"";"";"";"";
"28.06.2018 20:00";"22.7";"741.7";"756.4";"0.4";"53";"Ветер, дующий с севера";"3";"";"10";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"Гроза (грозы) с осадками или без них.";"Ливень (ливни).";"";"27.0";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"20–30%.";"1000-1500";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"12.7";"6.0";"12";"";"";"";"";
"28.06.2018 17:00";"19.3";"741.3";"756.1";"-0.4";"86";"Ветер, дующий с западо-северо-запада";"2";"";"13";"90  или более, но не 100%";"Гроза слабая или умеренная без града, но с дождем и/или снегом в срок наблюдения. ";"Гроза (грозы) с осадками или без них.";"Ливень (ливни).";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"16.9";"";"";"";"";"";"";
"28.06.2018 14:00";"25.6";"741.7";"756.2";"-0.7";"51";"Ветер, дующий с северо-северо-востока";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые плотные, образовавшиеся от кучево-дождевых.";"20.0";"14.8";"";"";"";"";"";"";
"28.06.2018 11:00";"21.1";"742.4";"757.2";"-0.3";"76";"Ветер, дующий с северо-северо-запада";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"50%.";"1000-1500";"Высококучевые башенкообразные или хлопьевидные.";"Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.";"20.0";"16.6";"";"";"";"";"";"";
"28.06.2018 08:00";"19.2";"742.7";"757.6";"0.0";"81";"Ветер, дующий с северо-запада";"1";"";"";"100%.";" ";"";"";"19.0";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"50%.";"1000-1500";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"";"20.0";"15.8";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"19.0";"";"";
"28.06.2018 05:00";"19.8";"742.7";"757.6";"-0.6";"80";"Ветер, дующий с северо-запада";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"50%.";"1000-1500";"Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"16.2";"";"";"";"";"";"";
"28.06.2018 02:00";"20.8";"743.3";"758.1";"-0.5";"74";"Ветер, дующий с севера";"1";"";"";"100%.";" ";"";"";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"70 – 80%.";"1000-1500";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"";"20.0";"16.0";"";"";"";"";"";"";
"27.06.2018 23:00";"23.1";"743.8";"758.5";"0.3";"65";"Ветер, дующий с северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"50%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"20.0";"16.2";"";"";"";"";"";"";
"27.06.2018 20:00";"28.1";"743.5";"758.0";"-0.5";"44";"Ветер, дующий с северо-северо-запада";"1";"";"";"70 – 80%.";" ";"";"";"";"31.3";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"50%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"20.0";"14.8";"Осадков нет";"12";"";"";"";"";
"27.06.2018 17:00";"31.0";"744.0";"758.3";"-1.3";"34";"Ветер, дующий с северо-северо-востока";"2";"";"";"20–30%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"13.5";"";"";"";"";"";"";
"27.06.2018 14:00";"29.0";"745.3";"759.7";"-0.7";"43";"Ветер, дующий с северо-северо-востока";"2";"";"";"10%  или менее, но не 0";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"10%  или менее, но не 0";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"15.0";"";"";"";"";"";"";
"27.06.2018 11:00";"27.4";"746.0";"760.6";"-0.6";"54";"Ветер, дующий с северо-северо-запада";"1";"";"";"Облаков нет.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"";"";"";"";"";"10.0";"17.2";"";"";"";"";"";"";
"27.06.2018 08:00";"23.2";"746.6";"761.4";"-0.2";"70";"Ветер, дующий с северо-запада";"2";"";"";"40%.";"Облака в целом образовывались или развивались. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"18.8";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2000-2500";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"20.0";"17.3";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"18.0";"";"";
"27.06.2018 05:00";"20.0";"746.8";"761.7";"0.0";"74";"Ветер, дующий с запада";"1";"";"";"90  или более, но не 100%";"Гроза, но без осадков, в срок наблюдения. ";"Гроза (грозы) с осадками или без них.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"70 – 80%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"15.1";"";"";"";"";"";"";
"27.06.2018 02:00";"20.8";"746.8";"761.7";"-0.3";"82";"Ветер, дующий с северо-северо-запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2000-2500";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"17.5";"";"";"";"";"";"";
"26.06.2018 23:00";"21.1";"747.1";"761.9";"0.5";"83";"Штиль, безветрие";"0";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Гроза (грозы) с осадками или без них.";"Ливень (ливни).";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"50%.";"2000-2500";"Высокослоистые просвечивающие.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"20.0";"18.0";"";"";"";"";"";"";
"26.06.2018 20:00";"28.7";"746.6";"761.1";"-0.2";"47";"Ветер, дующий с севера";"1";"";"";"100%.";"Облака в целом образовывались или развивались. ";"Гроза (грозы) с осадками или без них.";"Ливень (ливни).";"";"32.6";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"20.0";"16.2";"Осадков нет";"12";"";"";"";"";
"26.06.2018 17:00";"30.6";"746.8";"761.2";"-0.3";"33";"Ветер, дующий с запада";"1";"";"";"60%.";"Гроза, но без осадков, в срок наблюдения. ";"Гроза (грозы) с осадками или без них.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"50%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"12.4";"";"";"";"";"";"";
